"TI","AB"
"THE CONTRIBUTION OF DIGITAL AND SENSING TECHNOLOGIES AND BIG DATA TOWARDS SUSTAINABLE FOOD SUPPLY AND VALUE CHAINS","MODERN DIGITAL AND SENSING TECHNOLOGIES ENABLE AGILE AND MODERN FOOD SUPPLY AND VALUE CHAINS. THESE TECHNOLOGIES CONTRIBUTED TO THE DEVELOPMENT OF ANALYTICAL TOOLS TO ASSESS FOOD COMPOSITION, FOOD SAFETY AND SECURITY (E.G. AUTHENTICITY, CONTAMINATION, FRAUD, AND PROVENANCE). THE UTILIZATION OF DIGITAL AND SENSING TECHNOLOGIES DETERMINES THAT A LARGE AMOUNT OF DATA IS GENERATED DURING THE ANALYSIS OF FOOD INGREDIENTS AND PRODUCTS. IN THIS CONTEXT, BIG DATA IS DEFINED AS THE RAPID COLLECTION OF COMPLEX DATA IN LARGE QUANTITIES DURING THE ANALYSIS OF FOODS USING SENSORS (E.G. ELECTRONIC NOSES AND INFRARED SPECTROSCOPY). THEREFORE, TO IMPLEMENT AN APPLICATION, THE DATA MUST BE ANALYSED AND INTERPRETED USING DIFFERENT DATA ANALYTICS, STATISTICS AND MACHINE LEARNING TOOLS. THIS PAPER PRESENTS THE DEFINITION OF BIG DATA, AS WELL AS EXAMPLES OF THE UTILIZATION OF DIGITAL AND SENSING TECHNOLOGIES COMBINED WITH DATA ANALYTICS TO DEVELOP APPLICATIONS TARGETING FOOD SAFETY AND SECURITY IN THE FOOD SUPPLY AND VALUE CHAINS."
"A COMPREHENSIVE REVIEW OF ADVANCED DEEP LEARNING APPROACHES FOR FOOD FRESHNESS DETECTION","THIS COMPREHENSIVE REVIEW HIGHLIGHTS THE SIGNIFICANT STRIDES MADE IN THE FIELD OF FOOD FRESHNESS DETECTION THROUGH THE INTEGRATION OF DEEP LEARNING AND IMAGING TECHNIQUES. BY LEVERAGING ADVANCED NEURAL NETWORKS, RESEARCHERS HAVE DEVELOPED INNOVATIVE METHODOLOGIES THAT ENHANCE THE ACCURACY AND EFFICIENCY OF FRESHNESS MONITORING. THE FUSION OF VARIOUS IMAGING MODALITIES, WITH SOPHISTICATED DEEP LEARNING ALGORITHMS HAS ENABLED MORE PRECISE DETECTION OF QUALITY ATTRIBUTES AND SPOILAGE INDICATORS. THIS MULTIDIMENSIONAL APPROACH NOT ONLY IMPROVES THE RELIABILITY OF FRESHNESS ASSESSMENTS BUT ALSO PROVIDES A MORE HOLISTIC VIEW OF CONDITION OF THE FOOD. ADDITIONALLY, THE REVIEW UNDERSCORES THE GROWING POTENTIAL FOR THESE TECHNOLOGIES TO BE APPLIED IN REAL-TIME MONITORING SYSTEMS, OFFERING VALUABLE INSIGHTS FOR BOTH PRODUCERS AND CONSUMERS. THE ADVANCEMENTS DISCUSSED PAVE THE WAY FOR FUTURE RESEARCH AND DEVELOPMENT, EMPHASIZING THE NEED FOR CONTINUED INNOVATION IN INTEGRATING THESE TECHNOLOGIES TO ADDRESS THE CHALLENGES OF FOOD SAFETY AND QUALITY ASSURANCE IN AN INCREASINGLY COMPLEX AND DYNAMIC MARKET."
"EMERGING PERSPECTIVES ON ANALYTICAL TECHNIQUES AND MACHINE LEARNING FOR FOOD METABOLOMICS IN THE ERA OF INDUSTRY 4.0: A SYSTEMATIC REVIEW","THIS REVIEW SYSTEMATICALLY EXPLORES THE EMERGING PERSPECTIVES ON ANALYTICAL TECHNIQUES AND MACHINE LEARNING APPLICATIONS IN FOOD METABOLOMICS, WITH A FOCUS ON THEIR ROLES IN THE ERA OF INDUSTRY 4.0. THE STUDY EMPHASIZES THE UTILIZATION OF CHROMATOGRAPHY-MASS SPECTROMETRY AND PROTON NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY AS PRIMARY TOOLS FOR METABOLIC PROFILING, HIGHLIGHTING THEIR RESPECTIVE STRENGTHS AND LIMITATIONS. LC-MS, KNOWN FOR ITS HIGH SENSITIVITY AND SPECIFICITY, FACES CHALLENGES SUCH AS COMPLEX DATA INTERPRETATION AND THE NEED FOR ADVANCED COMPUTATIONAL TOOLS.1H NMR OFFERS REPRODUCIBILITY AND QUANTITATIVE ACCURACY BUT STRUGGLES WITH LOWER SENSITIVITY COMPARED TO MASS SPECTROMETRY. THE REVIEW ALSO DELVES INTO THE INTEGRATION OF MULTIVARIATE DATA ANALYSIS TECHNIQUES LIKE PRINCIPAL COMPONENT ANALYSIS AND PARTIAL LEAST SQUARES-DISCRIMINANT ANALYSIS, WHICH ENHANCE DATA DIMENSIONALITY REDUCTION AND PATTERN RECOGNITION, YET REQUIRE CAREFUL VALIDATION TO AVOID OVERFITTING. FURTHERMORE, THE APPLICATION OF MACHINE LEARNING ALGORITHMS, INCLUDING RANDOM FORESTS AND SUPPORT VECTOR MACHINES, IS DISCUSSED IN THE CONTEXT OF IMPROVING CLASSIFICATION AND PREDICTIVE TASKS IN FOOD METABOLOMICS. PRACTICAL APPLICATIONS OF THESE TECHNOLOGIES ARE DEMONSTRATED IN AREAS SUCH AS QUALITY CONTROL, NUTRITIONAL STUDIES, AND FOOD ADULTERATION DETECTION. THE REVIEW EMPHASIZES THE NEED FOR STANDARDIZATION IN METHODOLOGIES AND THE DEVELOPMENT OF MORE ACCESSIBLE AND COST-EFFECTIVE ANALYTICAL WORKFLOWS. FUTURE RESEARCH DIRECTIONS INCLUDE ENHANCING THE SENSITIVITY OF 1H NMR, INTEGRATING METABOLOMICS WITH OTHER OMICS TECHNOLOGIES, AND FOSTERING DATA SHARING TO BUILD COMPREHENSIVE REFERENCE LIBRARIES. THIS REVIEW AIMS TO PROVIDE A COMPREHENSIVE AND CRITICAL OVERVIEW OF THE CURRENT ADVANCEMENTS AND FUTURE POTENTIALS OF ANALYTICAL TECHNIQUES AND MACHINE LEARNING IN FOOD METABOLOMICS, ALIGNING WITH THE GOALS OF INDUSTRY 4.0."
"UTILIZATION OF AI - RESHAPING THE FUTURE OF FOOD SAFETY, AGRICULTURE AND FOOD SECURITY - A CRITICAL REVIEW","ARTIFICIAL INTELLIGENCE IS AN EMERGING TECHNOLOGY WHICH HARBORS A SUITE OF MECHANISMS THAT HAVE THE POTENTIAL TO BE LEVERAGED FOR REAPING VALUE ACROSS MULTIPLE DOMAINS. LATELY, THERE IS AN INCREASED INTEREST IN EMBRACING APPLICATIONS ASSOCIATED WITH ARTIFICIAL INTELLIGENCE TO POSITIVELY CONTRIBUTE TO FOOD SAFETY. THESE APPLICATIONS SUCH AS MACHINE LEARNING, COMPUTER VISION, PREDICTIVE ANALYTICS ALGORITHMS, SENSOR NETWORKS, ROBOTIC INSPECTION SYSTEMS, AND SUPPLY CHAIN OPTIMIZATION TOOLS HAVE BEEN ESTABLISHED TO CONTRIBUTE TO SEVERAL DOMAINS OF FOOD SAFETY SUCH AS EARLY WARNING OF OUTBREAKS, RISK PREDICTION, DETECTION AND IDENTIFICATION OF FOOD ASSOCIATED PATHOGENS. SIMULTANEOUSLY, THE AMBITION TOWARD ESTABLISHING A SUSTAINABLE FOOD SYSTEM HAS MOTIVATED THE ADOPTION OF CUTTING-EDGE TECHNOLOGIES SUCH AS ARTIFICIAL INTELLIGENCE TO STRENGTHEN FOOD SECURITY. GIVEN THE MYRIAD CHALLENGES CONFRONTING STAKEHOLDERS IN THEIR ENDEAVORS TO SAFEGUARD FOOD SECURITY, ARTIFICIAL INTELLIGENCE EMERGES AS A PROMISING TOOL CAPABLE OF CRAFTING HOLISTIC MANAGEMENT STRATEGIES FOR FOOD SECURITY. THIS ENTAILS MAXIMIZING CROP YIELDS, MITIGATING LOSSES, AND TRIMMING OPERATIONAL EXPENSES. AI MODELS PRESENT NOTABLE BENEFITS IN EFFICIENCY, PRECISION, UNIFORMITY, AUTOMATION, PATTERN IDENTIFICATION, ACCESSIBILITY, AND SCALABILITY FOR FOOD SECURITY ENDEAVORS. THE ESCALATION IN THE GLOBAL TREND FOR ADOPTING ALTERNATIVE PROTEIN SOURCES SUCH AS EDIBLE INSECTS AND MICROALGAE AS A SUSTAINABLE FOOD SOURCE REFLECTS A GROWING RECOGNITION OF THE NEED FOR SUSTAINABLE AND RESILIENT FOOD SYSTEMS TO ADDRESS THE CHALLENGES OF POPULATION GROWTH, ENVIRONMENTAL DEGRADATION, AND FOOD INSECURITY. ARTIFICIAL INTELLIGENCE OFFERS A RANGE OF CAPABILITIES TO ENHANCE FOOD SAFETY IN THE PRODUCTION AND CONSUMPTION OF ALTERNATIVE PROTEINS LIKE MICROALGAE AND EDIBLE INSECTS, CONTRIBUTING TO A SUSTAINABLE AND SECURE FOOD SYSTEM."
"RECOMMENDATIONS FOR THE DEVELOPMENT OF ARTIFICIAL INTELLIGENCE APPLICATIONS FOR THE RETAIL LEVEL","SOME OF THE EARLY APPLICATIONS OF ARTIFICIAL INTELLIGENCE (AI) FOR FOOD SAFETY APPEAR TO BE INTENDED FOR USE AT THE LEVEL OF MANUFACTURING AND DISTRIBUTION. ARTIFICIAL INTELLIGENCE APPLICATIONS TO FACILITATE FOODBORNE ILLNESS OUTBREAK INVESTIGATIONS, DEVELOPMENT OF HACCP PLANS, AND FOOD SAFETY ROOT CAUSE ANALYSES AT THE RETAIL LEVEL ARE NEEDED. FOR EXAMPLE, THE INTERVIEW FORM IN THE INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION BOOKLET, PROCEDURES TO INVESTIGATE FOODBORNE ILLNESS, COULD BE FILLED OUT BY HUMANS, BUT MUCH OF THE REST OF THE FORMS COULD BE COMPLETED BY ARTIFICIAL INTELLIGENCE APPLICATIONS. HUMANS WOULD STILL HAVE TO DO THE ENVIRONMENTAL ASSESSMENTS. MOST AI APPLICATIONS TO DATE HAVE CONSISTED OF PATTERN IDENTIFICATION. PATTERN RECOGNITION APPLICATIONS MAY NOT BE CAPABLE OF ASSISTING IN ALL THE PROPOSED RETAIL APPLICATIONS, BUT IT WOULD NOT BE HELPFUL TO PROPOSE THESE RETAIL APPLICATIONS WITHOUT OFFERING A POSSIBLE PATH FORWARD. PROGRESS IN THE PROPOSED DIRECTIONS MAY REQUIRE THE DEVELOPMENT OF MORE ROBUST ARTIFICIAL INTELLIGENCE BASED ON COGNITIVE MODELS. BECAUSE THIS PARADIGM SHIFT IS LESS FAMILIAR TO FOOD SAFETY PROFESSIONALS, A COMPARISON BETWEEN PATTERN RECOGNITION ALGORITHMS AND COGNITIVE MODELS IS OFFERED. AN EXPLANATION OF COGNITIVE MODELS IS INCLUDED TO RAISE AWARENESS OF THIS APPROACH."
"COMPREHENSIVE REVIEW OF DYSPHAGIA AND TECHNOLOGICAL ADVANCES IN DYSPHAGIA FOOD","AS THE GLOBAL POPULATION AGES, DYSPHAGIA IS BECOMING INCREASINGLY COMMON AMONG THE ELDERLY, POSING SERIOUS RISKS SUCH AS CHOKING, ASPIRATION PNEUMONIA, AND EVEN DEATH. LEVERAGING ADVANCED TECHNOLOGIES TO DEVELOP SPECIALIZED FOOD PRODUCTS FOR THOSE WITH DYSPHAGIA NOT ONLY SERVES THE ECONOMIC INTERESTS OF THE ELDERLY FOOD MARKET BUT ALSO SIGNIFICANTLY ENHANCES THE NUTRITIONAL HEALTH AND SOCIAL SATISFACTION OF THIS DEMOGRAPHIC. THIS REVIEW EXAMINES THE CAUSES AND EARLY SYMPTOMS OF DYSPHAGIA, THE DEVELOPMENT OF TEXTURE-MODIFIED FOODS (TMFS), AND THE RELEVANT REGULATIONS AND STANDARDS. IT ALSO ADDRESSES THE KEY FACTORS INFLUENCING THE SWALLOWING OF FOODS, FOCUSING ON RHEOLOGY AND TRIBOLOGY. MOST TEXTURE-MODIFIED FOODS CURRENTLY AVAILABLE DO NOT PROVIDE AN ENJOYABLE EATING EXPERIENCE FOR THE ELDERLY OR THOSE WITH DYSPHAGIA. THE INTEGRATION OF ARTIFICIAL INTELLIGENCE (AI) AND MATHEMATICAL MODELING WITH FOOD ADDITIVE MANUFACTURING TECHNOLOGY APPEARS PROMISING FOR IMPROVING FOODS DESIGNED FOR THE ELDERLY AND THOSE WITH DYSPHAGIA. THIS PAPER HIGHLIGHTS THE CRITICAL BENEFITS AND POTENTIAL APPLICATIONS OF AI, MATHEMATICAL MODELING, AND FOOD ADDITIVE MANUFACTURING IN CREATING DYSPHAGIA-FRIENDLY FOODS AND PROVIDES A CONCEPTUAL SYSTEM FOR DESIGNING DIETS BASED ON AI FOR DYSPHAGIC FOODS. AI AND MATHEMATICAL MODEL-BASED FOOD PROCESSING TECHNOLOGY ENABLE THE FOOD INDUSTRY TO ACHIEVE DIGITALIZATION AND LARGE-SCALE CUSTOMIZATION, POTENTIALLY REVOLUTIONIZING THE APPROACH TO DIETARY MANAGEMENT IN DYSPHAGIA."
"METABOLOMICS-DRIVEN PREDICTION OF VEGETABLE FOOD METABOLITE PATTERNS: ADVANCES IN MACHINE LEARNING APPROACHES","UNDERSTANDING FOOD METABOLITE PATTERNS IS CRUCIAL FOR VARIOUS ASPECTS OF FOOD SCIENCE, INCLUDING QUALITY ASSESSMENT AND SAFETY EVALUATION. THIS COMPREHENSIVE REVIEW EXPLORES THE INTEGRATION OF MACHINE LEARNING AND METABOLOMICS TECHNOLOGIES FOR PREDICTING VEGETABLE FOOD METABOLITE PATTERNS. THE SIGNIFICANCE OF MACHINE LEARNING IN ANALYZING OMICS DATA IS HIGHLIGHTED. VARIOUS MACHINE LEARNING TECHNIQUES, INCLUDING SUPERVISED, UNSUPERVISED, AND DEEP LEARNING ALGORITHMS, ARE EXAMINED FOR THEIR EFFICACY IN PREDICTING FOOD METABOLITES. CHALLENGES IN INTEGRATING OMICS AND MACHINE LEARNING, SUCH AS DATA PREPROCESSING, DIMENSIONALITY REDUCTION, AND MODEL INTERPRETABILITY, ARE ADDRESSED, ALONGSIDE POTENTIAL SOLUTIONS. APPLICATIONS OF MACHINE LEARNING IN PREDICTING FOOD METABOLITE PATTERNS, SUCH AS AUTHENTICATION, QUALITY ASSESSMENT, PERSONALIZED NUTRITION, AND FLAVOR PROFILING, ARE EXPLORED THROUGH CASE STUDIES. FUTURE PERSPECTIVES HIGHLIGHT EMERGING TRENDS, POTENTIAL APPLICATIONS IN PRECISION AGRICULTURE AND THE FOOD INDUSTRY, AND THE NEED FOR ADVANCEMENTS TO FACILITATE WIDESPREAD ADOPTION."
"IDENTIFICATION AND DETECTION OF FROZEN-THAWED MUSCLE FOODS BASED ON SPECTROSCOPY AND MACHINE LEARNING: A REVIEW","BACKGROUND: THE USE OF FROZEN AND THAWED MUSCLE FOOD LABELED AS FRESH FOODS IS ONE OF THE MOST COMMON FRAUDS AND HAS ATTRACTED WIDESPREAD ATTENTION FROM CONSUMERS, GOVERNMENT REGULATORS AND RETAILERS. THE COMBINATION OF SPECTROSCOPY AND MACHINE LEARNING HAS REVOLUTIONIZED THE DETECTION OF FROZEN-THAWED MUSCLE FOODS, MAKING IT POSSIBLE TO DEVELOP MORE COMPLEX AND AUTOMATED SOLUTIONS. SCOPE AND APPROACH: THIS PAPER COMPREHENSIVELY REVIEWS THE LATEST FINDINGS OF VARIOUS STUDIES ON THE POTENTIAL CHARACTERISTICS OF SPECTROSCOPY IN FROZEN-THAWED MUSCLE FOODS. IN ADDITION, THIS PAPER ALSO DISCUSSES THE CONTRIBUTION OF MACHINE LEARNING IN THE PROCESS OF SPECTRAL DETECTION AND IDENTIFICATION OF FROZEN-THAWED MUSCLE FOODS, SUCH AS FEATURE ENGINEERING, MODEL COMPLEXITY AND MODEL EVALUATION. THE ULTIMATE GOAL OF THIS REVIEW IS TO HIGHLIGHT THE CONTRIBUTION OF MACHINE LEARNING AND ITS INTEGRATION WITH SPECTRAL METHODS IN THE IDENTIFICATION AND DETECTION OF FROZEN-THAWED MUSCLE FOODS. KEY FINDINGS AND CONCLUSIONS: THE COMBINATION OF SPECTROSCOPIC TECHNIQUES AND MACHINE LEARNING HAS SUCCESSFULLY ACHIEVED THE PREDICTION OF THE QUALITY OF FROZEN-THAWED MUSCLE FOODS AND THE IDENTIFICATION BETWEEN FRESH AND FROZEN-THAWED MUSCLE FOODS. BY DIMINISHING RELIANCE ON MANUAL FEATURE ENGINEERING, MACHINE LEARNING CAN SYSTEMATICALLY ANALYZE SPECTRAL FEATURES AND REFINE MODELS TO ACCURATELY IDENTIFY FROZEN-THAWED MUSCLE FOODS. CONCURRENTLY, DEEP LEARNING AND DATA AUGMENTATION TECHNIQUES EFFECTIVELY TACKLE CHALLENGES RELATED TO DATA VARIABILITY AND QUALITY. FURTHERMORE, ADVANCED TECHNOLOGIES SUCH AS MULTIMODAL MACHINE LEARNING, LIFELONG LEARNING, ENSEMBLE LEARNING AND REINFORCEMENT LEARNING ARE EXPECTED TO PLAY A KEY ROLE IN THE FUTURE."
"ENHANCED FOOD AUTHENTICITY CONTROL USING MACHINE LEARNING-ASSISTED ELEMENTAL ANALYSIS","WITH THE INCREASING ATTENTION BEING PAID TO THE AUTHENTICITY OF FOOD, EFFICIENT AND ACCURATE TECHNIQUES THAT CAN SOLVE RELEVANT PROBLEMS ARE CRUCIAL FOR IMPROVING PUBLIC TRUST IN FOOD. THIS REVIEW EXPLAINS TWO MAIN ASPECTS OF FOOD AUTHENTICITY, NAMELY FOOD TRACEABILITY AND FOOD QUALITY CONTROL. MORE EXPLICITLY, THEY ARE THE TRACEABILITY OF FOOD ORIGIN AND ORGANIC FOOD, DETECTION OF FOOD ADULTERATION AND HEAVY METALS. IT ALSO POINTS OUT THE LIMITATIONS OF THE COMMONLY USED MORPHOLOGY AND ORGANIC COMPOUND DETECTION METHODS, AND HIGHLIGHTS THE ADVANTAGES OF COMBINING THE ELEMENTS IN FOOD AS DETECTION INDICATORS USING MACHINE LEARNING TECHNOLOGY TO SOLVE THE PROBLEM OF FOOD AUTHENTICITY. TAKING ELEMENTS AS DETECTION OBJECTS HAS THE SIGNIFICANT ADVANTAGES OF STABILITY, MACHINE LEARNING TECHNOLOGY CAN COMBINE LARGE DATA SAMPLES, ENSURING BOTH THE ACCURACY AND EFFICIENCY. IN ADDITION, THE MOST SUITABLE ALGORITHM CAN BE FOUND BY COMPARING THEIR ACCURACY."
"AI-ENABLED OPTICAL SENSING FOR SMART AND PRECISION FOOD DRYING: TECHNIQUES, APPLICATIONS AND FUTURE DIRECTIONS","RECENT DEVELOPMENTS IN ALTERNATIVE DRYING TECHNIQUES HAVE SIGNIFICANTLY HEIGHTENED INTEREST IN INNOVATIVE TECHNOLOGIES THAT IMPROVE THE YIELD AND QUALITY OF DRIED GOODS, ENHANCE ENERGY EFFICIENCY, AND FACILITATE CONTINUOUS MONITORING OF DRYING PROCESSES. ARTIFICIAL INTELLIGENCE (AI)-ENABLED OPTICAL SENSING TECHNOLOGIES HAVE EMERGED AS PROMISING TOOLS FOR SMART AND PRECISE MONITORING OF FOOD DRYING PROCESSES. FOOD INDUSTRIES CAN LEVERAGE AI-ENABLED OPTICAL SENSING TECHNOLOGIES TO GAIN A COMPREHENSIVE UNDERSTANDING OF DRYING DYNAMICS, OPTIMIZE PROCESS PARAMETERS, IDENTIFY POTENTIAL ISSUES, AND ENSURE PRODUCT CONSISTENCY AND QUALITY. THIS REVIEW SYSTEMATICALLY DISCUSSES THE APPLICATION OF SELECTED OPTICAL SENSING TECHNOLOGIES, SUCH AS NEAR-INFRARED (NIR) SPECTROSCOPY, HYPERSPECTRAL IMAGING, AND CONVENTIONAL IMAGING (I.E., COMPUTER VISION) POWERED BY AI. AFTER COVERING THE BASICS OF OPTICAL SENSING TECHNOLOGIES FOR SMART DRYING AND AN OVERVIEW OF DIFFERENT DRYING METHODS, IT EXPLORES VARIOUS OPTICAL SENSING TECHNIQUES FOR MONITORING AND QUALITY CONTROL OF DRYING PROCESSES. ADDITIONALLY, THE REVIEW ADDRESSES THE LIMITATIONS OF THESE OPTICAL SENSING TECHNOLOGIES AND THEIR PROSPECTS IN SMART DRYING."
"ROLE OF ARTIFICIAL INTELLIGENCE IN HALAL AUTHENTICATION AND TRACEABILITY: A CONCURRENT REVIEW","THE CONVERGENCE OF ARTIFICIAL INTELLIGENCE (AI) AND THE HALAL FOOD INDUSTRY REPRESENTS A SIGNIFICANT AND TRANSFORMATIVE INTERSECTION, DRIVEN BY THE NEED TO ENSURE THE AUTHENTICITY, SAFETY, AND COMPLIANCE OF HALAL FOOD PRODUCTS IN AN INCREASINGLY COMPLEX GLOBAL MARKET. THIS REVIEW PAPER EXAMINES THE APPLICATIONS, IMPLICATIONS, AND IMPACT OF AI TECHNOLOGIES WITHIN THE HALAL FOOD SECTOR. AI TECHNOLOGIES, INCLUDING MACHINE LEARNING, COMPUTER VISION, NATURAL LANGUAGE PROCESSING, AND BLOCKCHAIN, ARE EXPLORED IN THE CONTEXT OF THEIR CONTRIBUTIONS TO ADDRESSING KEY CHALLENGES AND OPPORTUNITIES. THESE TECHNOLOGIES PLAY A VITAL ROLE IN ENHANCING QUALITY CONTROL, SUPPLY CHAIN TRANSPARENCY, AND CONSUMER TRUST, AND THEY OFFER SOLUTIONS FOR THE CERTIFICATION AND MONITORING OF HALAL COMPLIANCE. IT FURTHER DELVES INTO EXAMINING HOW AI CONTRIBUTES TO ENSURING HALAL COMPLIANCE, ENHANCING QUALITY CONTROL, IMPROVING SUPPLY CHAIN TRANSPARENCY, AND FORTIFYING CONSUMER TRUST."
"APPLICATION OF ARTIFICIAL INTELLIGENCE IN FOOD PROCESSING: CURRENT STATUS AND FUTURE PROSPECTS","ARTIFICIAL INTELLIGENCE (AI) IS A CUTTING-EDGE TECHNOLOGY THAT EMULATES HUMAN-LIKE INTELLIGENCE OR HUMAN BRAIN-LIKE COGNITIVE ABILITIES. THROUGH AI, MACHINES HAVE BECOME CAPABLE OF PERFORMING TASKS PREVIOUSLY RESERVED FOR HUMAN EXPERTISE. THIS PAPER EXPLORES THE VAST ARRAY OF APPLICATIONS FOR AI IN AGRICULTURE, SPANNING FROM PRE-HARVEST OPERATIONS TO POST-HARVEST ACTIVITIES. THE APPLICATIONS ENCOMPASS PRECISION FARMING, CONTROLLED ENVIRONMENT AGRICULTURE, FOOD PROCESSING, POST-HARVEST HANDLING, AND STORAGE. INTEGRATING AI INTO EACH STAGE OF THE FOOD PROCESSING INDUSTRY HAS LED TO SUBSTANTIAL ENHANCEMENTS IN EFFICIENCY, PRODUCT QUANTITY, AND QUALITY. THIS WORK PROVIDES A COMPREHENSIVE SUMMARY OF THE APPLICATIONS OF AI IN THE FOOD PROCESSING INDUSTRY, DELVING INTO THE VARIOUS METHODOLOGIES DEVELOPED TO ADDRESS CHALLENGES WITHIN THE FOOD SUPPLY CHAIN THAT PROFOUNDLY IMPACT THE FOOD PROCESSING SECTOR. THE FOCUS IS ON HOW AI TECHNOLOGIES HAVE REVOLUTIONIZED AND OPTIMIZED DIFFERENT UNIT OPERATIONS IN FOOD PROCESSING. BY HARNESSING AI'S POTENTIAL, INDUSTRIES HAVE EXPERIENCED IMPROVEMENTS IN YIELD, MINIMIZED WASTE, AND STREAMLINED PRODUCTION PROCESSES. THE PAPER UNDERSCORES THE TRANSFORMATIONAL ROLE OF AI IN SHAPING THE FUTURE OF AGRICULTURE AND FOOD PROCESSING, HIGHLIGHTING ITS POTENTIAL TO ALLEVIATE PRESSING CHALLENGES IN FOOD PRODUCTION, DISTRIBUTION, AND SUSTAINABILITY. MOREOVER, IT EMPHASIZES THE NEED FOR CONTINUED RESEARCH AND DEVELOPMENT TO ENSURE RESPONSIBLE AND ETHICAL AI ADOPTION WHILE HARNESSING ITS BENEFITS TO MEET THE GROWING DEMANDS OF A GLOBAL POPULATION. OVERALL, THE STUDY AIMS TO CONTRIBUTE TO A DEEPER UNDERSTANDING OF AI'S REVOLUTIONARY IMPACT IN RESHAPING THE FOOD PROCESSING LANDSCAPE AND ENSURING FOOD SECURITY FOR FUTURE GENERATIONS."
"FROM FOOD INDUSTRY 4.0 TO FOOD INDUSTRY 5.0: IDENTIFYING TECHNOLOGICAL ENABLERS AND POTENTIAL FUTURE APPLICATIONS IN THE FOOD SECTOR","ALTHOUGH SEVERAL FOOD-RELATED FIELDS HAVE YET TO FULLY GRASP THE SPEED AND BREADTH OF THE FOURTH INDUSTRIAL REVOLUTION (ALSO KNOWN AS INDUSTRY 4.0), GROWING LITERATURE FROM OTHER SECTORS SHOWS THAT INDUSTRY 5.0 (REFERRING TO THE FIFTH INDUSTRIAL REVOLUTION) IS ALREADY UNDERWAY. FOOD INDUSTRY 4.0 HAS BEEN CHARACTERIZED BY THE FUSION OF PHYSICAL, DIGITAL, AND BIOLOGICAL ADVANCES IN FOOD SCIENCE AND TECHNOLOGY, WHEREAS FUTURE FOOD INDUSTRY 5.0 COULD BE SEEN AS A MORE HOLISTIC, MULTIDISCIPLINARY, AND MULTIDIMENSIONAL APPROACH. THIS REVIEW WILL FOCUS ON IDENTIFYING POTENTIAL ENABLING TECHNOLOGIES OF INDUSTRY 5.0 THAT COULD BE HARNESSED TO SHAPE THE FUTURE OF FOOD IN THE COMING YEARS. WE WILL REVIEW THE STATE-OF-THE-ART STUDIES ON THE USE OF INNOVATIVE TECHNOLOGIES IN VARIOUS FOOD AND AGRICULTURE APPLICATIONS OVER THE LAST 5 YEARS. IN ADDITION, OPPORTUNITIES AND CHALLENGES WILL BE HIGHLIGHTED, AND FUTURE DIRECTIONS AND CONCLUSIONS WILL BE DRAWN. PRELIMINARY EVIDENCE SUGGESTS THAT INDUSTRY 5.0 IS THE OUTCOME OF AN EVOLUTIONARY PROCESS AND NOT OF A REVOLUTION, AS IS OFTEN CLAIMED. OUR RESULTS SHOW THAT REGENERATIVE AND/OR CONVERSATIONAL ARTIFICIAL INTELLIGENCE, THE INTERNET OF EVERYTHING, MINIATURIZED AND NANOSENSORS, 4D PRINTING AND BEYOND, COBOTS AND ADVANCED DRONES, EDGE COMPUTING, REDACTABLE BLOCKCHAIN, METAVERSE AND IMMERSIVE TECHNIQUES, CYBER-PHYSICAL SYSTEMS, DIGITAL TWINS, AND SIXTH-GENERATION WIRELESS AND BEYOND ARE LIKELY TO BE AMONG THE MAIN DRIVING TECHNOLOGIES OF FOOD INDUSTRY 5.0. ALTHOUGH THE FRAMEWORK, VISION, AND VALUE OF INDUSTRY 5.0 ARE BECOMING POPULAR RESEARCH TOPICS IN VARIOUS ACADEMIC AND INDUSTRIAL FIELDS, THE AGRI-FOOD SECTOR HAS JUST STARTED TO EMBRACE SOME ASPECTS AND DIMENSIONS OF INDUSTRY 5.0."
